,content,label
35,"Hey @arcticfrontiers #MovingNorth #ASM2023, come check out my presentation today on how #weather influences the #breedingsuccess of #seabirds from the #Canadian High #Arctic, and the implications for #climatechange.

Details: 15:45-17:15, Arbeidskontoret 1 https://t.co/KzKTk7J4PR",Neutral
36,"The solutions focus on improving performance and efficiency while reducing #emissions, helping drive long-term #sustainability of customer operations.",Neutral
37,"PeterTrys EV Interview - @Marty McGrath - A few stories shared in a fully electric Van (Maxus E-Deliver 3) with Marty McGrath former Fermanagh inter-county footballer, GAA All-Star and Ireland International Rules player! 🟢⚪

Drive On! 🚗

#sustainability
youtu.be/Andk698d9Sg",Negative
38,"Interesting article from @MuseumsAssoc, 'How art exhibitions are changing in the face of the climate crisis', you need to be a member to access it: museumsassociation.org/museums-journa…
#sustainability #ClimateCrisis",Negative
39,"Prof Peter Thorne was on @morningireland this morning, discussing a new study that indicates the world is on the brink of breaching a critical climate threshold.

@climpeter | @ICARUS_Maynooth 

#climatechange #climate

ow.ly/L0el50MFkp9",Neutral
40,"Climate change is killing our trees, study finds - Great Lakes Echo dlvr.it/ShjbjZ #ClimateChange",Negative
41,How Wisconsin TV news is tackling climate change in weather reports - Wisconsin Public Radio dlvr.it/Shjbhd #ClimateChange,Positive
42,"Prof Peter Thorne was on @morningireland this morning, discussing a new study that indicates the world is on the brink of breaching a critical climate threshold.

@climpeter | @ICARUS_Maynooth 

#climatechange #climate

ow.ly/L0el50MFkp9",Neutral
43,"Attaining industrial and technological self-reliance and #sustainability, especially for critical emerging technologies (CETs), is now a high priority for both established and emerging powers, argues @RMantri. #emtech or-f.org/116107",Negative
44,"For easy access, a thread collecting my threads from recent weeks on individual chapters in ""Literary Animal Studies and the Climate Crisis"", co-edited by @mjstephandk and myself and available from @PalgraveLit:

#animalstudies #ClimateCrisis #EnvHum #ClimateChange #Literature",Positive
45,"@Majeh19 @hedgehog_farm @teachertwit2 They're cheaper to power than #FossilFuels vehicles which should have been banned 10 years ago.
Roads would be quieter and neighbourhoods like these would be free from the polluting stench. #FossilFools #ClimateEmergency #deforestation #environment #PopulationMatters #veganiseasy https://t.co/jewXGQm8m3",Positive
46,"We are excited to be a part of the #AM4BAT project, developing cutting-edge all-solid-state batteries made by 3D printing.
#innovations  #3dprinting #batteries  #Sustainability  #future  #AdditiveManufacturing  

theguardian.com/business/2023/…",Neutral
47,"Spaces on ‘Developing a Sustainable Setting’- whatever stage you are at, lots of good ideas &amp; things to try, &amp; links to recent initiatives🌳 half day 8th Feb, am session @Brent_Council #EYFS #Training #Sustainability contact Helen.martin@brent.gov.uk https://t.co/VsnbTSnTd2",Positive
48,".@Shaftesburyplc, which owns and manages village destinations in London’s West End, has announced a partnership with @GoodOnYou_App, fashion’s go-to source for brand sustainability ratings.

#sustainablefashion #Sustainability #shaftesbury #retailnews 

theindustry.fashion/shaftesbury-ta…",Positive
49,"EWEC was honoured to welcome H.E. @BrunoLeMaire, French Minister of Economy and Finance, for a site visit to the Al Dhafra Solar PV project, which will be the new world’s largest single-site solar power plant.
#AlDhafraSolarPV #Sustainability #UAE #NetZero https://t.co/XoMt6YYKzj",Positive
50,"How #IoT &amp; #AI can help create a more sustainable future? What about #data analytics?

✅ Improve energy efficiency &amp; reduce pollution
✅ Reduce the number of physical servers &amp; improve #SupplyChain #sustainability w/ #cloud computing

➡️ dell.to/3HoBDa3 https://t.co/3lVH9WHlzz",Neutral
51,"Find a solar panel-covered parking space in #DelhiNCR to reduce electricity for a #sustainablefuture at #Xtendedspace.
.
.
#carparking #parkingspace #XS  #ecofriendly #sustainableliving #environment #zerowaste #sustainablelifestyle #carbonfootprint #fightclimatechange #wastefree https://t.co/8U1Y8vwPhR",Neutral
52,"AI: World likely to hit key warming threshold in 10-12 years - Alton Telegraph
Source: thetelegraph.com (thetelegraph.com/news/article/a…)
#climatechange #news #climateline",Neutral
53,"The Countdown: Answering biggest questions about this mild, snowless season - ABC7 New York
Source: abc7ny.com (abc7ny.com/the-countdown-…)
#climatechange #news #climateline",Neutral
54,"Politics, cash, fame: what motivates climate change deniers - France 24
Source: france24.com (france24.com/en/live-news/2…)
#climatechange #news #climateline",Positive
55,"Climate disinfo surges in denial, conspiracy comeback - France 24
Source: france24.com (france24.com/en/live-news/2…)
#climatechange #news #climateline",Positive
56,"WHO urges food system changes to improve food safety
Source: foodsafetynews.com (foodsafetynews.com/2023/01/who-ur…)
#climatechange #news #climateline",Positive
57,"Viewpoint: Biotechnology can help address climate change fluctuations and deliver ...
Source: geneticliteracyproject.org (geneticliteracyproject.org/2023/01/31/vie…)
#climatechange #news #climateline",Neutral
58,"Mixing between species reduces vulnerability to climate change: study - SHINE News
Source: shine.cn (shine.cn/news/world/230…)
#climatechange #news #climateline",Positive
59,"Sebastopol's Climate Action Committee holds first climate action framework community meeting
Source: norcalpublicmedia.org (norcalpublicmedia.org/2023013184908/…)
#climatechange #news #climateline",Positive
60,"Climate change: AI research predicts planet will warm faster than expected - 9News
Source: 9news.com.au (9news.com.au/world/climate-…)
#climatechange #news #climateline",Positive
61,"Natural Hybridization Might Reduce Vulnerability To Climate Change: Study
Source: news18.com (news18.com/buzz/natural-h…)
#climatechange #news #climateline",Negative
62,"As consumer knowledge increases, there is backlash against #greenwashing &amp; call for brand transparency.  #Brands need reliable third-party certifications that capture &amp; explain their #sustainability claims. #sustainablesupplychain @SGPPartnership  bit.ly/3RgHW2X https://t.co/0oLfLFbFwy",Negative
63,"The Red Sea Could be a Climate Refuge for Coral Reefs
Source: insideclimatenews.org (insideclimatenews.org/news/31012023/…)
#climatechange #news #climateline",Neutral
64,"#EconomicSurvey2023: The survey stated #India’s goals to combat #climatechange, and the efforts made by the country to reduce #emissions and promote #greenenergy. 

#BudgetOnABP #BudgetLive #UnionBudget2023

news.abplive.com/business/budge…",Positive
65,"""Did you know conducting a water audit for your business could save you thousands of pounds each year? Don't wait, schedule yours today! #wateraudit #sustainability""
Call 01772 595375
waterworxuk.uk",Positive
66,"Applying is easy. Nominate yourself today for a free introduction course in European Public Procurement Law and Sustainability. Applications are due on Feb. 10,2023. Apply now: bit.ly/3WC9L7P

#Sustainability #circularity #gec #purchasing #supplychain #manufacturing https://t.co/ygl1tONnUf",Neutral
67,"Study shows #renewableenergy increased by 22% in 2022 🇪🇺🌿💚🎉🥳

Yes, we can! 

#greenenergy #FridaysForFuture #environment https://t.co/dglRnp891l",Positive
68,"💚 Ahead of our visit from @ChrisGPackham to deliver a public #BedsLecture on #sustainability this evening, take a look at our #youtube video to find out how @uniofbeds is working to tackle #climatechange with our #TargetZero campaign 🌍📢

youtu.be/Y3JKt17edp0",Positive
69,"Lost in the beauty of nature for the past two weeks! 
.
Working hard on the #NOVA food forest project to create a voluntary carbon offset and a sustainable future. 
.
Stay tuned for updates! 
.
#CarbonNeutralBaby #FoodForest #Sustainability",Positive
70,"Indian #agriculture has performed well but the sector needs “re-orientation” in the backdrop of certain challenges like adverse impacts of #climatechange, and rising input costs, the Economic Survey for 2022-23 tabled in Parliament on January 31 said.
trib.al/IBjgsrx",Neutral
71,"One of Magnetar's core values is Sustainability 🌱

As such, we plant a tree for each day of every month! For January, we have chosen 31 trees to be planted to support the African Forest Landscape Initiative.

#magnetarit #sustainability #onetreeplanted #afr100 #itconsultancy https://t.co/wCBkTbOm6h",Negative
72,"There are so many ways to showcase your company values and commitment to #sustainability. A smart entrance, both outside the building or upon entry is the perfect place to portray that message. Get creative👇 #smartbuildings #energyfloors
zcu.io/phv8",Neutral
73,The typical type of beehive used by #beekeepers here in the #Shenzhen area. Much smaller than the Langstrom style you'd see in North America and Europe. Colonies tend to be smaller. #learning with #SISrocks students today! #issedu #sustainability https://t.co/j9RmfmDjWs,Neutral
74,"Varo Energy: Bio-bonanza

Big things are expected of bio-methane and bio-LNG as decarbonisation gets going. @VaroEnergy is ready to take a major role in the process with its investment in BEC.

Read more here: hcblive.com/varo-energy-bi…

#decarbonisation #sustainability #Varo https://t.co/tY8ZL0y2s0",Positive
75,"Coffee, eggshells and lentils... CALLUM’s new recipe for a more sustainable car interior #sustainable #coffee #interior #technologynews #environment #environmentalawareness #futurevehicles #motortrade #motoring #recipeoftheday #motornewsonline : lnkd.in/e3G-pGq6",Positive
76,Fighting food waste #fightfoodwaste #foodwaste #stopfoodwaste #sustainability #plantbased #greenskn https://t.co/kKiDjUfAd2,Positive
77,"@Coolplanet_io @IOTSWC @awscloud #Sustainability is a top priority 🍃 it's great to see innovative solutions being presented at #IOTSWC23! if you want, drop by our booth to check out some other sustainable IoT solutions - 📍Hall 4, stand F646",Positive
78,"A (Successful!) Vote to Ban Deep-Sea Mining and Protect Marine Life – The French Parliament has voted in favor of banning the controversial practice of deep-sea mining in its waters.  #ClimateChange #Mining #Oceans #Protection

twib.news/?p=43215 https://t.co/6FJdmCLQhP",Positive
79,"Across every global issue — from #DEIB to #ClimateChange to the #LGBTQIA movement — #GenZ is demanding more from their employers.

Learn more about the impact of Shifting Demographics in @ManpowerGroup's new 2023 #trends report, the #NewHumanAge, at: bit.ly/3WpcXUh https://t.co/w9kFsmcXOT",Negative
80,"We help pet food manufacturers increase efficiency while reducing wastage - that's what @Matcon is all about! #sustainability
hubs.la/Q01zBmRb0

Contact Matcon today and find out how our solutions can benefit you https://t.co/aSBNVMcKOX",Positive
81,"Rising costs of energy, increased price of chemicals, and sustainability demands are having a big impact on swimming pools. Find out how to address these challenges in our blog post:
#swimmingpools #watertreatment #sustainability  
hubs.ly/Q01xtyL30",Positive
82,4/5 companies would take regulatory penalties to avoid sustainability initiatives @CIPD @PeopleMgt #CSR #ESG #sustainability bit.ly/3kLV6K4,Positive
83,"Regenerators go beyond what’s typical for a regular company - by improving human well-being and restoring the natural world as part of this process.

#RegenerativeBusiness #CircularEconomy #Sustainability #SustainableBusiness ethicalhour.com/ethicalbusines…",Positive
84,BASF and StePac partner to develop sustainable packaging for shelf-life extension of fresh produce #innovation #packaging #Sustainability innovationsfood.com/basf-and-stepa… @BASF @StePac_Xtend https://t.co/IAVUzb5tN1,Neutral
85,"Mr Sebastian Frey, Senior Trading Manager - Steel Trading has won the 2022 Sustainability Award from Tata Sons North America.
The award recognises excellence in sustainability initiatives taken in North America through the #Sustainability Awards.

#ThisIsTata #TataInternational https://t.co/1kUVQGImcI",Neutral
86,"@scottsdaleazgov reduced municipal water use by 38 million gallons in 2022, fulfilling a commitment it made last January as the Colorado River basin faced worsening drought. #water #Arizona #drought #ESG #environment https://t.co/Fab2zUxAYw",Negative
87,This coral reef wall sculpture is made up of separate elements with transparent thread on each so that you can make up your own coral reef at home.  You can hang the pieces in any way you like. shorturl.at/aILS4 #coral #ocean #environment #Awareness #conservation #reefart https://t.co/hGzi5BDahR,Positive
88,"Shockingly, e-waste makes up for 70% of overall toxic waste globally. Spread awareness and recycle properly!  #ewaste #ewasterecycling #zerowaste #environment #environmentalscience #savetheplanet #climatechange #reducereuserecycle #lowimpact #ecowarrior https://t.co/0vyutHyahd",Neutral
89,"The younger generation wants to give their money to a brand that shares their concern for the #environment.

One of the many advantages of eco-friendly packaging is increasing your customers loyalty.

#Sustainability is a must, and a way to do it is by improving your packaging. https://t.co/W6rpBsFJDg",Positive
90,"Getting back to some in-person school #events, some of which may even be in places with a bit of sun! Pedro penguin, the rest of The Little Helpers and me are like 'Well, helloooo!'
Thank you @AuthorsAbroad_ 🙏💚
#schools #edutwitter #ChildrensBooks #environment #education #fun https://t.co/hDEr90cL60",Neutral
91,"As #ClimateChange impact continues to burden #water infrastructure everywhere, utilities must build #resilience and promote actions aimed at #adaptation and #mitigation. 

The @WorldBank #UtilityOfFuture Program is helping turn it into reality→ wrld.bg/gt1m50MxiE0 https://t.co/1sOBTNyNAp",Positive
92,"🔔 One day left until the first #AIforGood #Earth and #Sustainability Science Discovery with @KTHuniversity and @MPI_BGC, and learn more about how #AI technologies can enable #SustainableDevelopment.
 
Register now!
🌐 loom.ly/zjLPjNE https://t.co/S9BjxD1x0b",Positive
93,"Learn how these three ways of investing in Google Workspace can benefit your enterprise 👇

If you need someone who can set up your Google Workspace - we can help ➡️ symph.co/contact

#sustainability #sustainabledevelopment #greenIT #environmentallyfriendly #cleanTech https://t.co/BAVquWAdQf",Positive
94,"Going green in crypto mining: Using renewable energy for mining operations. #GreenMining is a sustainable approach to crypto mining, reducing the carbon footprint of mining operations.

Learn more at syyx.io

#Web3 #sustainability #greenmining https://t.co/4jbEV99BbR",Positive
95,"Meet the Norwich researchers working to improve the resilience of future #wheat #crops against the impacts of #climatechange, via @EDP24.
#wheatresearch

@Ajwhall @JohnInnesCentre @NorwichResearch
okt.to/34CiDX",Positive
96,"Last December we launched the Omada Forest as part of our commitment to #sustainability. This year, Omada will plant trees to celebrate customer success milestones. 

Follow this journey with our Omada Forest Ambassador here on Twitter!

#OmadaIdentity #ecofriendly https://t.co/CEEc1Nv5ZA",Neutral
97,"Our CEO, @ImRishiSood will be speaking today at the Sustainability Forum in partnership with @FitzPartnership!

The presentation will focus on several areas of renewable #energy, such as the relevance of renewable energy sources and its future in the UK.

#psp #sustainability",Positive
98,"Do you want to learn more about environmental sustainability and its technologies? Microsoft Sustainability Learning Centre is the place to go 🌍

Browse resources from @Microsoft and hear from industry experts here: msft.it/6010exZGy

#Microsoft #Sustainability #Technology https://t.co/Tx7Qnn6aqS",Positive
99,India surpassed one million EV sales in 2022: Electric vehicles (EV) sales in India soared 212% year-on-year to surpass one million mark in 2022. dlvr.it/ShjY9y #solarenergy #solar #sustainability https://t.co/hORvPilvhC,Neutral
100,"The American telecommunications giant @TMobile aims to achieve the coveted net zero goal by 2040, is building on a solid legacy of sustainability

#Tmobile #Sustainability #NetZero 

 sustainabilitymag.com/articles/t-mob…",Neutral
101,"💡 As well as being empowering in itself, #Education is one of the most powerful tools by which economically and socially marginalized children and adults can lift themselves out of poverty and participate fully in society.
#RightToEducation #Sustainability #HigherEducation https://t.co/ZYkwCdwDYu",Negative
102,#Exclusive: #ESG is now firmly a boardroom issue – yet many of those boards still struggle to understand it. Georgina Hayden explains how the events of 2022 have changed the ESG landscape. Read now: enlit.world/finance-invest… #climate #energytransition #environment https://t.co/wGNH7oLe7o,Positive
103,"Read this second blog in a 4- part series on the #MumbaiClimateActionPlan, where @WRIIndia’s @LRangwala, @PruthaVaze &amp; @AmritaC58155427 discuss four equitable climate actions that can help safeguard Mumbai’s vulnerable communities from #ClimateChange: 
bit.ly/3XR1G0C",Neutral
104,We’ve partnered with ecologi to plant 1 tree with every order placed through our website no22home.co.uk #treeplantation #environment https://t.co/RzVEIKx48x,Neutral
105,"Elated to announce that we are organising a conference in collaboration with Rajiv Gandhi University of Arunachal Pradesh! We invite scholarly papers on different themes focussed on India's Northeast. More details in the poster.
#northeast #India #tribal #environment https://t.co/5df2F67qFQ",Positive
106,"African urbanisation at the confluence of informality and climate change by @BtheFinn @PatrickBrandful 
ow.ly/mSXL50MFjoj 
#DebatesPaper #informality #ClimateChange https://t.co/L06wt93aWv",Positive
107,"Crypto backed by business is the future 🪟

From Blockchain Technology to Future Farming Solutions, the @GroveToken Ecosystem is bringing the future to life. 🌳

grovetoken.com 

#GroveCoin #hydroponic #FutureFarming #Sustainability #blockchain #Cryptocurrency #gogreen https://t.co/Vr95UTCz2L",Positive
108,"Green Inclusive Business Champion 2022 - Official Promo Video
#GreenIBChampion2022 #gibc2022 #greentech #greentechfoundationbangladesh #greenentrepreneurship #sustainability #bangladesh #finance #entrepreneurs #startup https://t.co/TVnO3z66TZ",Neutral
109,Bringing Science and Innovation to Feed and Heel a Growing World Impacted by Climate Change - CBS News dlvr.it/ShjXc6 #ClimateChange,Positive
110,Have you seen our latest news on @PSEnergyManager? We've been named a supplier on the @gov_procurement's RM6313 - Demand Management and #Renewables Dynamic Purchasing System to support the #publicsector with their #energy and #sustainability management. Read more:,Positive
111,"Act as if what you do makes a difference. It does.There is always a way forward ,Together we can make it happen...#consciousliving #environment #Millets https://t.co/U6SZ4AaExB",Neutral
112,It is time we all start doing our part so that our #planet can prosper. Let your #voice be heard &amp; make clear to those who lead that we cannot waste this #opportunity. We must all be the #solution. #CommunityParticipation #SDG13 #Sustainability @antonioguterres @AminaJMohammed,Positive
113,Protesters interrupt debate of anti-protest bill in House of Lords – video dlvr.it/ShjXSy #ClimateChange,Positive
114,"Sensoneo provides complete end-to-end solutions for smart #wastemanagement combining hardware and software. All our products are a result of internal R&amp;D, brining #innovation and #sustainability into waste industry. 

Read more on sensoneo.com https://t.co/cIbIp1Gxiy",Neutral
115,"Very excited! Looking forward to more training from @3D360ltd…
#Sustainability #MakerSpace",Neutral
116,"Don't forget to check out the latest webinar recording from our #Sutainability &amp; #ClimateChange Task Group. 

January's session featured an excellent presentation by Aparna Tandon on the @ICCROM #NetZero: #Heritage for Climate Action project 👇",Neutral
117,"With the new year well underway, @Britner talks to key industry players about the biggest challenges facing the trade in 2023 @wstauk @wsetglobal @beerandpub @fxcbrands @ScotchWhiskySWA #DrinksRetailing #CostOfLivingCrisis #Sustainability
drinksretailingnews.co.uk/news/fullstory…",Neutral
118,"There are 2 interesting research vacancies @NoviaUAS in the realm of #EnergyTransition and #Sustainability transformation for a 5-year period. Don't miss the chance to join a pleasant, thriving community in the beautiful city of #Raseborg 🇫🇮.
#JobVacancy
novia.rekrytointi.com/paikat/index.p…",Neutral
119,Would you like to be more sustainable at your next exhibition? @citysigns share their top tips for how businesses can become more #sustainable at events&gt; citysigns.co.uk/top-tips-to-ai… #WorcestershireHour #Ad #Sustainability #ExpoBanners #EcoExpo https://t.co/1ofwO9WxEb,Neutral
120,"Want to see an AI view on how we can tackle sustainability using AI, then read on for this interesting round table #AppsMgt #Sustainability #AI

capgemini.com/insights/exper…",Positive
121,like the sound of a cold wind https://t.co/cDntSHoD0K #ClimateChange #SaveTheWorld #ClimateAction #ToriesUnfitToGovern #twitterposts,Neutral
122,"The world needs to reduce the carbon intensity of economic activity 11 times faster than the global average achieved over the past two decades. Read more on : lnkd.in/enFyBq3r
#climatechange
#climateaction https://t.co/mEOgN3Fwaz",Neutral
123,The last thing we need is another framework that will take a further ten years to adopt.We do not have that luxury. We need to take #ActionNow because #Climatechange catastrophic will not wait for us to adapt another #SDGs or #ParisAgreement.@simonstiell @andersen_inger @IPCC_CH,Positive
124,"“PCB has written to the guild urging it to comply with the norms of plastic carry bags, #NoisePollution control &amp; overall management of garbage being generated at the fair,"" says state #Environment minister Manas Bhunia.

#Kolkata #MyKolkata #TheTelegraph

telegraphindia.com/my-kolkata/new…",Positive
125,"I do a lot of walking. And I often find that I have music in my head that just won’t go away – earworms of things I want to create or things that are in there that have to come down.

-- Composer @JenniPinnock talks to @AidanBaker

#Music 
#ClimateChange

eastangliabylines.co.uk/i-like-the-dis…",Neutral
126,PM calls for enhanced efforts to address climate change - The Nation dlvr.it/ShjX3H #ClimateChange,Positive
127,"Another Win for Renewables.

#svenvanzanten #solar #renewables #climatechange #sustainability #Environment #Energy #CleanEnergy #electricity #solarenergy #SolarPower #energietransitie #zonnepanelen #klimaat #Nederland",Positive
128,"Did you know that both high and low temperatures have an impact on EV batteries and performance? 
bit.ly/3WlACpo via @cleantechnica #EVs #sustainability",Positive
129,Well water won’t be a problem 😅 At last the decision to open the Cumbria coal mine makes sense! #climatechange #sealevelrise https://t.co/rW494YCE5I,Positive
130,"Let's work together for the #sustainability of future #telecom networks 📡🌱

The second batch of #6GSNS Calls is open, find out more about it and contact us to develop a joint project proposal: bit.ly/3Y95Y2X

@6G_SNS @HorizonEU @MoniqueCalisti  #ZeroPollution #GreenICT",Negative
131,"BREAKING: Plans to restore nature, improve environmental quality, and increase the prosperity of our country set out by the government today as it publishes its Environmental Improvement Plan 2023:

watermagazine.co.uk/2023/01/31/fiv… #water #environment #watermagazine",Negative
132,"Looking for a more #sustainable UPS?

#eConversion mode typically provides a 3x reduction of the UPS electricity consumption. Learn the difference between ECO mode &amp; Double Conversion mode &amp; how it saves energy to contribute to your #sustainability journey spr.ly/60113e3ED https://t.co/uEVBNzMpp0",Positive
133,"CTEK's charger wins UK E-Mobility award

@batterycharger #award #ElectricVehicles #EVcharging #electricalcontractors #installers #emobility #event #product #charger #solution #EV #Sustainability 

Read the full story here: electricalcontractingnews.com/news/cteks-cha…",Positive
134,"It's another warm winter day, climate change myabe still hoax. #climatechange #globalwarming. fuck the AI https://t.co/XIpSf3v4Tn",Positive
135,"More than one in four Irish children test positive for weedkiller chemical glyphosate as EU debates banning it

bocvip.com/300584/more-th…

#Environment https://t.co/x5YpnUkl29",Negative
136,"Recycled paper is an environmentally friendly and cost-effective way to help save trees and reduce carbon emissions. 

Check out our website: bloombugg.com

#eco #ecofriendly #sustainable #sustainability #sustainableliving #nature #environment #savetheplanet #gogreen https://t.co/VmhOxSQ0OK",Negative
